tx_id,sender,receiver,amount,gas_fee,timestamp,is_fraud,hour,amount_category,is_night,amount_cat,high_gas
a38d1300-4932-4d2d-b2e0-e07f95aa56f8,wallet_45,scam_wallet,2.9663,0.0032,1776329826,1,8,medium,0,1,0
966c5ec2-34bc-4fba-a065-a8e3e28e6e5d,wallet_58,scam_wallet,4.1565,0.00727,1776329826,1,8,high,0,2,0
614cdae8-0b26-4511-af05-6e626bc117f7,wallet_59,wallet_7,4.5866,0.00011,1776329826,1,8,high,0,2,0
ae01ed07-16d4-41c5-a833-dd0e4be1b17e,wallet_11,wallet_88,4.6487,0.00727,1776329826,1,8,high,0,2,0
8ff05348-93d1-4e57-a54b-5834aaff522b,wallet_56,wallet_86,4.688,0.00242,1776329826,1,8,high,0,2,0
bbdb8abc-aa7f-4f93-a5c3-1f91491089f5,wallet_11,scam_wallet,4.3298,0.00797,1776329826,1,8,high,0,2,0
82ec0fe4-4a1a-4a42-b052-8d74173e6b74,wallet_28,scam_wallet,0.00137,0.0025,1776329826,1,8,low,0,0,0
8219228f-9dd8-4cf4-b180-ec57345a3455,fraud_wallet,wallet_88,3.0695,0.00131,1776329826,1,8,high,0,2,0
1b061da5-9502-47e7-965d-8d0aef96f58b,wallet_60,wallet_97,0.0088,0.00257,1776329826,1,8,low,0,0,0
db99d636-9f33-4dae-a8ec-1d7e3c1afc4e,wallet_39,wallet_79,4.8829,0.00313,1776329826,1,8,high,0,2,0
dfa73ca9-a476-4eef-a834-d2b657961fd9,wallet_49,scam_wallet,2.5117,0.00679,1776329826,1,8,medium,0,1,0
d58d62da-e49d-459c-8d92-c85d7a2fef63,wallet_55,wallet_93,0.00365,0.00447,1776329826,1,8,low,0,0,0
e960be7e-2b8a-45f4-bb27-b70722c7518d,fraud_wallet,wallet_97,0.00255,0.00756,1776329826,1,8,low,0,0,0
61cd99a0-8021-459f-b505-3bcf5c617973,wallet_60,scam_wallet,2.3674,0.00481,1776329826,1,8,medium,0,1,0
4fa33932-434f-4073-8d93-314afd80ff59,wallet_73,wallet_44,4.7794,0.0096,1776329826,1,8,high,0,2,1
bdd163f8-68c9-4f4a-8cf6-994386abe2ac,fraud_wallet,wallet_46,3.4142,0.00926,1776329826,1,8,high,0,2,1
3334c31f-06fe-45ec-b645-f2f08a451129,fraud_wallet,wallet_92,1.2405,0.00565,1776329826,1,8,medium,0,1,0
24f62cdb-7ca3-4f7a-93ab-6c4f4daffa75,wallet_77,wallet_76,4.7867,0.00992,1776329826,1,8,high,0,2,1
0e97917d-d8dd-4d75-965d-702f6132fa09,wallet_46,wallet_99,0.00718,0.0046,1776329826,1,8,low,0,0,0
affaf9c5-89f7-4216-837a-66a7ec4114e2,wallet_29,wallet_94,4.7106,0.00897,1776329826,1,8,high,0,2,1
b43f6994-a50d-4fc8-b9d1-e8b9961082ba,wallet_62,wallet_28,0.0086,0.00357,1776329826,1,8,low,0,0,0
7ed861f5-4126-4f2f-b530-45b19b2fd8dc,fraud_wallet,wallet_17,0.5629,0.00961,1776329826,1,8,low,0,0,1
4d0025ce-4d71-4f5d-8809-e5c8880ea368,fraud_wallet,wallet_78,2.4026,0.00626,1776329826,1,8,medium,0,1,0
8da12983-336d-470b-a0ac-456ca30daaa3,wallet_89,wallet_33,0.00537,0.00175,1776329826,1,8,low,0,0,0
39cea76c-3c2c-41d4-b6c7-408411b26607,wallet_21,wallet_87,4.0725,0.00018,1776329826,1,8,high,0,2,0
6581487c-10e4-4157-a1e6-2f0d47050ff2,wallet_7,scam_wallet,0.00768,0.00846,1776329826,1,8,low,0,0,1
c46bfee6-9147-457c-9d3b-5d800f27a602,wallet_89,wallet_80,4.8407,0.00701,1776329826,1,8,high,0,2,0
4c09ff03-b831-48bc-9e7d-a1b24aa1086e,wallet_77,scam_wallet,2.8586,0.00712,1776329826,1,8,medium,0,1,0
addf58fc-1139-4e29-965f-536ec86f0e07,fraud_wallet,wallet_10,2.4267,0.00541,1776329826,1,8,medium,0,1,0
8f34e80e-9189-4ae8-87da-0d9bb977c32b,wallet_28,wallet_42,0.00672,0.00605,1776329826,1,8,low,0,0,0
cea33f20-08d0-485f-9078-63784fbc5e8e,wallet_46,wallet_58,4.756,0.00278,1776329826,1,8,high,0,2,0
a699ce41-9b36-4d94-a2fc-23670409bc24,wallet_64,scam_wallet,1.8339,0.0095,1776329826,1,8,medium,0,1,1
c8fb02eb-d798-4270-b694-bec3f440d3cf,wallet_47,wallet_79,0.00875,0.00633,1776329826,1,8,low,0,0,0
9d8cb6a9-9f47-4f03-b18a-5e60b300b2b7,fraud_wallet,wallet_72,2.064,0.00259,1776329826,1,8,medium,0,1,0
732b1395-fb1c-4260-9075-457d842a2335,wallet_81,wallet_25,3.1559,0.00012,1776329826,1,8,high,0,2,0
ab5db01c-3887-4cc5-accb-9c48b253838d,fraud_wallet,wallet_83,4.3064,0.00086,1776329826,1,8,high,0,2,0
ba5bbebe-ed7d-4be4-bdc2-734fa8d322fd,fraud_wallet,wallet_5,1.9259,0.00036,1776329826,1,8,medium,0,1,0
031fa295-2bfd-44ee-a21c-c0c897456d57,wallet_44,wallet_85,4.569,0.00553,1776329826,1,8,high,0,2,0
c4cf0c7c-4c0f-4ed9-92f3-48e3eb644b0c,fraud_wallet,wallet_45,0.295,0.00065,1776329826,1,8,low,0,0,0
d391abd9-1db5-4739-bf58-d45558054eae,wallet_30,scam_wallet,2.7844,0.00613,1776329826,1,8,medium,0,1,0
4f3831d1-aa1b-4d1d-8de0-9ecde97e7d58,wallet_5,wallet_50,4.651,0.00733,1776329826,1,8,high,0,2,0
19e6240a-728e-484f-a648-ad53cebb8081,wallet_62,wallet_30,4.8889,0.00058,1776329826,1,8,high,0,2,0
36aba723-46c6-49ed-a0cc-261e9fdabdd1,wallet_61,scam_wallet,4.6858,0.00469,1776329826,1,8,high,0,2,0
adc9b6b5-06ef-4f11-8afd-99ad6e5e43c6,fraud_wallet,wallet_73,4.3443,0.00964,1776329826,1,8,high,0,2,1
92206bc8-d689-44a4-9e33-420fc9bb86fa,wallet_46,scam_wallet,4.0299,0.00302,1776329826,1,8,high,0,2,0
60fbdc82-50e3-49ac-ae60-974bee7b4d12,wallet_70,wallet_4,0.00542,0.00972,1776329826,1,8,low,0,0,1
dcfbb001-8c2a-42fb-b528-13d0143ad707,fraud_wallet,wallet_36,1.9513,0.00173,1776329826,1,8,medium,0,1,0
c6f34010-f109-4342-b33f-cfa9196f317c,wallet_35,scam_wallet,1.5545,0.00204,1776329826,1,8,medium,0,1,0
7e79a16a-1766-4afd-b38a-bb5c27d3d94f,wallet_76,wallet_62,4.9333,0.00957,1776329826,1,8,high,0,2,1
f64761e7-d2d6-445c-9b93-20c100a6e189,wallet_14,wallet_30,4.6591,0.00273,1776329826,1,8,high,0,2,0
10d6dc9e-102e-43de-bde3-9cbade14f788,wallet_8,wallet_64,0.00165,0.00182,1776329826,1,8,low,0,0,0
429426da-ef0e-45ee-ac5d-8882e509ba7e,wallet_7,wallet_49,4.6166,0.00365,1776329826,1,8,high,0,2,0
282ae3f8-1516-4657-8ecb-fd266253b94f,wallet_73,wallet_58,0.00138,0.00681,1776329826,1,8,low,0,0,0
ff36d06e-2d54-4b2e-8cfa-52354ec18684,wallet_60,wallet_85,4.8891,0.00216,1776329826,1,8,high,0,2,0
18cf54ed-2f90-4834-b113-19e550d2fe21,wallet_34,wallet_38,4.5052,0.00082,1776329826,1,8,high,0,2,0
1eaf0ecc-eae6-4793-b6a7-52d9b6c4d5f1,wallet_36,wallet_34,3.3826,0.00012,1776329826,1,8,high,0,2,0
77f7f9df-7299-4621-b1f8-b5e6e73d00ca,wallet_10,wallet_0,4.7638,0.00393,1776329826,1,8,high,0,2,0
02aa8268-3fc2-4fd9-8b95-b1fe995d053f,wallet_25,wallet_82,4.6022,0.00552,1776329826,1,8,high,0,2,0
60a5c6c4-080b-47ca-9cc4-fb6be006b8fb,wallet_10,wallet_50,4.783,0.00251,1776329826,1,8,high,0,2,0
2402fb5a-ebd1-433a-aa3c-02be9e9f332b,wallet_94,wallet_15,0.00796,0.00678,1776329826,1,8,low,0,0,0
ee19a971-be65-47f2-ac6a-216739f56ce7,fraud_wallet,wallet_3,2.4625,0.00149,1776329826,1,8,medium,0,1,0
001c8278-c3a4-4045-b165-3ac705e1ddac,fraud_wallet,wallet_8,0.5808,0.00821,1776329826,1,8,low,0,0,1
28c3ac31-0162-4b7d-a761-18f45de6b3f8,wallet_9,wallet_40,4.8097,0.00732,1776329826,1,8,high,0,2,0
f82f23fd-a0a6-452c-a731-29966af23286,wallet_92,wallet_54,4.7702,0.00046,1776329826,1,8,high,0,2,0
8583e2a6-fe51-4437-aa28-d4786b43d0fd,wallet_65,wallet_74,4.9822,0.00173,1776329826,1,8,high,0,2,0
b2daba7e-8709-4520-b1e2-9c20e3be6a87,wallet_49,scam_wallet,4.0862,0.00677,1776329826,1,8,high,0,2,0
381311a5-ec3d-4971-9edf-b8a8a3722074,wallet_18,wallet_45,4.9324,0.00557,1776329826,1,8,high,0,2,0
c7e84a5a-ea16-4b9b-adb7-e3dd7dcfd98d,wallet_23,wallet_80,4.6808,0.00896,1776329826,1,8,high,0,2,1
fbabd116-1a7a-45ba-820f-ff871682864a,wallet_54,wallet_43,4.9831,0.00652,1776329826,1,8,high,0,2,0
a4c2b693-f781-4dee-a688-ebf64d99c3f3,wallet_87,wallet_49,4.8923,0.00748,1776329826,1,8,high,0,2,0
52605240-ec5e-47fe-bac8-d65f24f13d81,wallet_73,scam_wallet,4.3203,0.00425,1776329826,1,8,high,0,2,0
63997697-883b-4a77-bc64-4eb59318d6d1,fraud_wallet,wallet_92,3.5662,0.002,1776329826,1,8,high,0,2,0
5bbe23d0-8bcf-4591-96ce-0b3f9d43b36f,wallet_63,wallet_93,4.6587,0.00355,1776329826,1,8,high,0,2,0
ff7e0e7a-750c-4ff2-94e7-03352fd7069d,wallet_66,wallet_40,4.6707,0.00786,1776329826,1,8,high,0,2,0
fbdbb66e-4254-4730-a4a6-ca0b558c5dfe,fraud_wallet,wallet_9,0.7514,0.00731,1776329826,1,8,low,0,0,0
0bb76c40-6082-4429-a1ac-468013883638,fraud_wallet,wallet_57,4.7717,0.0097,1776329826,1,8,high,0,2,1
0ac82391-7bc0-4cc8-97ba-af8f69216b67,wallet_66,wallet_37,4.9221,0.00126,1776329826,1,8,high,0,2,0
b0808477-34a9-482c-b99d-0f0d06fcd008,wallet_64,wallet_3,0.00795,0.00012,1776329826,1,8,low,0,0,0
10b371c5-af4f-48d2-9f89-857456375732,wallet_57,wallet_88,2.9184,0.00014,1776329826,1,8,medium,0,1,0
5a3113b6-7a32-461e-af12-5373f1c28beb,wallet_51,wallet_69,4.6276,0.00477,1776329826,1,8,high,0,2,0
fada99f6-d2e9-48c0-9408-d07285f4d7c8,wallet_24,wallet_63,4.5106,0.00356,1776329826,1,8,high,0,2,0
e557bfef-554b-4d5b-9134-672ce570c433,fraud_wallet,wallet_13,1.2481,0.00111,1776329826,1,8,medium,0,1,0
fc8aff07-c78e-415f-baf6-a2d510a0c575,wallet_12,scam_wallet,4.4448,0.0017,1776329826,1,8,high,0,2,0
388712e8-7b4d-43cc-b470-404c30bac940,fraud_wallet,wallet_47,0.0551,0.0009,1776329826,1,8,low,0,0,0
af7f4ea5-5af1-4bca-8fe3-3ba3eeeadcbb,fraud_wallet,wallet_52,1.2426,0.00682,1776329826,1,8,medium,0,1,0
31fa6c52-0cb3-4f8a-938b-578fff105d0f,wallet_34,wallet_76,4.8978,0.00659,1776329826,1,8,high,0,2,0
c13faacf-87ee-4007-8f28-e81391e811f4,wallet_89,wallet_47,4.9287,0.00241,1776329826,1,8,high,0,2,0
709a4175-29ae-4582-936d-327600abdae4,wallet_48,wallet_84,4.5286,0.00011,1776329826,1,8,high,0,2,0
a8b6dc76-57f5-4f17-9174-66298d2968ba,wallet_60,scam_wallet,2.5507,0.00799,1776329826,1,8,medium,0,1,0
d76f0655-be7e-4fe1-9f9c-91808dffc4e6,wallet_30,scam_wallet,0.3126,0.00898,1776329826,1,8,low,0,0,1
8109c535-0c54-451b-98ad-7da207d11591,wallet_39,wallet_57,4.7831,0.00752,1776329826,1,8,high,0,2,0
cb77e140-edb5-430a-8560-371052a3b8b0,wallet_50,wallet_39,4.6197,0.00489,1776329826,1,8,high,0,2,0
384f1821-3193-4da7-9d49-3745a9f0d79c,wallet_79,wallet_64,4.9422,0.00027,1776329826,1,8,high,0,2,0
210aef14-bfb0-4c43-a8f3-4baf88af1578,wallet_3,wallet_43,0.00319,0.0091,1776329826,1,8,low,0,0,1
9678a37b-fa66-4de2-9f5c-5ce3b8897de9,wallet_84,wallet_18,4.5209,0.00825,1776329826,1,8,high,0,2,1
bc9d8584-8f09-4f5b-a31e-2f3d976e9da6,wallet_19,scam_wallet,1.6712,0.00209,1776329826,1,8,medium,0,1,0
b38f149f-fa9e-4b0b-8a95-8164fcc4624e,wallet_27,wallet_31,4.9648,0.00678,1776329826,1,8,high,0,2,0
f30ae3a9-634d-4f84-97aa-8cc46bbbaede,wallet_37,wallet_60,4.6922,0.00437,1776329826,1,8,high,0,2,0
0b8eaf43-bce9-45fe-a58d-84c186530abe,wallet_95,scam_wallet,1.6309,0.00116,1776329826,1,8,medium,0,1,0
6a22dd66-4211-4c67-8b39-201e81904bb1,fraud_wallet,wallet_34,0.324,0.00607,1776329826,1,8,low,0,0,0
b90abca3-44fd-4d8b-bac0-564d55281b62,fraud_wallet,wallet_48,0.9466,0.00521,1776329826,1,8,low,0,0,0
26114738-38ab-4ae4-8c75-ab0c943d88e1,fraud_wallet,wallet_99,0.0996,0.00581,1776329826,1,8,low,0,0,0
198be958-53ed-425c-a9b3-52610a811600,wallet_24,wallet_13,4.6177,0.00189,1776329826,1,8,high,0,2,0
7e73c9b8-6663-41a8-b7eb-bbb9b4f7f552,fraud_wallet,wallet_73,4.239,0.00435,1776329826,1,8,high,0,2,0
0d1ce798-a6f8-4026-86db-6878c66eaf86,fraud_wallet,wallet_84,2.2151,0.00517,1776329826,1,8,medium,0,1,0
b21f7376-10a2-4074-8b41-8e4f2e959d65,wallet_73,wallet_44,3.6458,0.00013,1776329826,1,8,high,0,2,0
2416deea-0ada-43d5-8774-45412e3f3172,wallet_46,wallet_92,4.5934,0.00106,1776329826,1,8,high,0,2,0
a02ba201-4230-404f-be22-2c8efea92fb1,wallet_50,wallet_45,4.6369,0.00629,1776329826,1,8,high,0,2,0
fcc529e3-0327-4877-a71e-819c19d859dd,wallet_75,wallet_5,4.756,0.00763,1776329826,1,8,high,0,2,0
71d8c753-2aa4-40f2-90cd-27e2ba00e69e,wallet_37,scam_wallet,1.2473,0.00698,1776329826,1,8,medium,0,1,0
36f99355-dd61-49f7-970d-d0fafc6fb414,wallet_40,wallet_23,4.5979,0.00242,1776329826,1,8,high,0,2,0
6846d25b-8ccf-4453-bae5-abdb148a589c,wallet_64,wallet_9,4.9394,0.00465,1776329826,1,8,high,0,2,0
1d3ff600-cae8-49d7-9696-839dbc14d176,fraud_wallet,wallet_36,0.7777,0.00261,1776329826,1,8,low,0,0,0
6e00b655-d7d2-4807-b0b3-5cc8b58900eb,wallet_12,wallet_6,4.5495,0.00331,1776329826,1,8,high,0,2,0
33f68edd-66f0-46d5-81e6-68367130dbd3,wallet_80,wallet_52,0.00315,0.00188,1776329826,1,8,low,0,0,0
8672c5fd-6ebf-4bcb-af12-c466f3b9fae1,wallet_17,wallet_5,4.5035,0.00051,1776329826,1,8,high,0,2,0
ae74ea1c-1dfc-4894-93da-07bd0130e286,wallet_18,wallet_22,4.7145,0.00199,1776329826,1,8,high,0,2,0
2c862a88-cbf2-4868-8a0d-4a04755d91c0,wallet_92,wallet_72,4.6085,0.00962,1776329826,1,8,high,0,2,1
bc5372fe-4a09-4932-965a-68a22acba2ce,wallet_57,wallet_56,4.6615,0.0019,1776329826,1,8,high,0,2,0
18f6008a-985a-4eab-b6e7-2755158bcebe,fraud_wallet,wallet_10,0.0041,0.00641,1776329826,1,8,low,0,0,0
e6ddd25c-fa7d-4526-aebe-85e79af4f605,wallet_96,wallet_79,4.7375,0.00045,1776329826,1,8,high,0,2,0
3810c797-6494-49fd-9c18-b327d2019c43,wallet_44,wallet_42,0.00205,0.00247,1776329826,1,8,low,0,0,0
1da36be1-e1bc-4953-98b7-8a79f2ad880a,wallet_33,wallet_64,4.5815,0.00567,1776329826,1,8,high,0,2,0
c094bdc5-3076-4645-ad7b-68da91961d7c,wallet_67,wallet_36,4.795,0.00075,1776329826,1,8,high,0,2,0
8a588dbb-1d25-45a2-be34-c581e6a8e635,wallet_0,wallet_24,4.8507,0.00336,1776329826,1,8,high,0,2,0
788bffbd-4de6-4ac9-a5e6-a190fa0fde5a,wallet_94,wallet_6,0.00803,0.00507,1776329826,1,8,low,0,0,0
24021b05-8690-4e2e-aad1-a2acfb827b48,fraud_wallet,wallet_36,3.6453,0.00849,1776329826,1,8,high,0,2,1
83ebc266-4f02-4ee6-800e-582fbd7d6632,fraud_wallet,scam_wallet,1.4408,0.00897,1776329826,1,8,medium,0,1,1
31f3f7b5-b9c0-448c-9bca-db00cd20a5f1,wallet_67,wallet_62,0.00395,0.00182,1776329826,1,8,low,0,0,0
fa534231-3dc1-4e8f-8260-294a81ab6bbd,wallet_82,wallet_18,0.0018,0.0053,1776329826,1,8,low,0,0,0
f055e3a0-0b07-4258-9f65-553f44ecc133,wallet_41,wallet_54,4.7995,0.00966,1776329826,1,8,high,0,2,1
e1e41593-eece-46f8-8191-423e219b04a6,fraud_wallet,wallet_39,1.6955,0.00276,1776329826,1,8,medium,0,1,0
3cf686e7-51a2-44c4-a3c8-f879474d1d6b,fraud_wallet,wallet_41,0.9046,0.00725,1776329826,1,8,low,0,0,0
5f675c37-328f-4be3-94f8-fc1a04e89d55,wallet_81,wallet_4,0.0932,0.00012,1776329826,1,8,low,0,0,0
4321841f-bbcb-4bb5-98ad-8482206734ef,wallet_26,scam_wallet,0.00796,0.00493,1776329826,1,8,low,0,0,0
943467dc-2bef-4a95-8158-defcd8f2ba71,fraud_wallet,wallet_84,0.6346,0.00124,1776329826,1,8,low,0,0,0
72b3700e-50c9-4ffd-948b-e4075c42f12d,wallet_70,wallet_30,0.00959,0.00772,1776329826,1,8,low,0,0,0
a4bc91f0-334d-45b4-9884-f8beeb29309f,wallet_17,scam_wallet,2.3289,0.00336,1776329826,1,8,medium,0,1,0
ed64d833-8175-4340-9fdb-8b7f81bdd97e,wallet_6,wallet_8,0.00424,0.00159,1776329826,1,8,low,0,0,0
43ad8281-a305-4ba6-9374-bee9cced226f,wallet_99,wallet_62,4.7635,0.00248,1776329826,1,8,high,0,2,0
82de24e0-a79c-48df-8de9-41ce3d17e824,wallet_94,wallet_10,4.9819,0.00652,1776329826,1,8,high,0,2,0
b7cc555d-ddae-4238-9d38-1817d472bfea,wallet_63,scam_wallet,4.8814,0.00448,1776329826,1,8,high,0,2,0
d1db1df1-5b27-4d88-bf0f-735bbdb0fb38,wallet_53,scam_wallet,4.7948,0.00563,1776329826,1,8,high,0,2,0
859198e1-52dc-4132-87eb-675dbfbee079,wallet_99,wallet_49,4.9837,0.00057,1776329826,1,8,high,0,2,0
8f68a49e-36a9-4ba0-b8ba-6ee995974307,fraud_wallet,wallet_61,3.615,0.00885,1776329826,1,8,high,0,2,1
23685e45-1f42-4d13-a604-66282d5c5ca3,wallet_98,wallet_3,4.6924,0.00261,1776329826,1,8,high,0,2,0
6753c988-130c-430d-a8aa-75860be617d8,wallet_97,scam_wallet,4.5884,0.0058,1776329826,1,8,high,0,2,0
c17baa04-6431-4606-89dd-f3896a8dcb54,wallet_67,scam_wallet,3.2726,0.00854,1776329826,1,8,high,0,2,1
058af6b6-644e-435c-9ff6-4fbb1601f16a,fraud_wallet,wallet_96,0.8116,0.00884,1776329826,1,8,low,0,0,1
371f2577-aadb-45ae-a11f-a52da12dd482,wallet_43,wallet_42,4.9519,0.00254,1776329826,1,8,high,0,2,0
46b8f788-1212-49dd-bfa8-2d1203d43e1d,fraud_wallet,wallet_78,0.1676,0.00152,1776329826,1,8,low,0,0,0
c6374a4f-1884-4a85-b2d3-796808eac511,wallet_41,wallet_61,4.7482,0.00381,1776329826,1,8,high,0,2,0
0a963020-ee1c-4e15-845e-2344d17a2e68,wallet_69,wallet_59,0.00635,0.00367,1776329826,1,8,low,0,0,0
12308469-2f43-40ca-8ff7-9bd8d96b9838,fraud_wallet,wallet_98,0.2601,0.00561,1776329826,1,8,low,0,0,0
7b21a27a-6eb6-4c36-aaaa-962dc7128b16,wallet_53,wallet_22,0.00533,0.00041,1776329826,1,8,low,0,0,0
2d504908-ea69-4946-972b-63ede45c5248,wallet_80,wallet_61,4.6743,0.00497,1776329826,1,8,high,0,2,0
36b41df8-7ccd-4846-8e63-b7d896bea44e,wallet_46,wallet_18,4.6812,0.00402,1776329826,1,8,high,0,2,0
c18cabaa-6e71-484b-9109-0ae07397eb0f,wallet_47,wallet_70,0.00968,0.00506,1776329826,1,8,low,0,0,0
0961eddb-b049-40e5-9ddd-9b812c354386,wallet_71,wallet_42,4.8674,0.00477,1776329826,1,8,high,0,2,0
185d5ccf-0fab-4b5d-84c7-744017ee3bec,wallet_34,wallet_51,4.5242,0.00098,1776329826,1,8,high,0,2,0
c7c3d788-35dc-4c1b-ada0-8d165f4302b3,wallet_13,scam_wallet,0.00961,0.00136,1776329826,1,8,low,0,0,0
2fce3893-fb9c-48ea-b665-4f36e6ba0468,wallet_77,wallet_23,3.1021,0.00018,1776329826,1,8,high,0,2,0
8358d227-a157-4101-92d3-dfaccbb95625,wallet_78,wallet_6,4.7984,0.00726,1776329826,1,8,high,0,2,0
945ec69d-f79a-4339-8ccb-d55d4b267980,wallet_11,wallet_86,4.9907,0.00253,1776329826,1,8,high,0,2,0
d05c0e4d-5aa1-45b6-9605-6bfa795aacfe,wallet_52,wallet_57,4.8781,0.00246,1776329826,1,8,high,0,2,0
8a647337-dc5d-44df-a58c-e3c153c006ce,fraud_wallet,wallet_2,4.3477,0.00498,1776329826,1,8,high,0,2,0
b597bba4-6dcc-462c-9f7f-25ad82046a1c,wallet_42,wallet_32,4.7073,0.00949,1776329826,1,8,high,0,2,1
e038aaa3-d9ba-4341-af3c-76af0b0636ba,fraud_wallet,scam_wallet,2.8421,0.00357,1776329826,1,8,medium,0,1,0
0dd23720-10d0-4748-9388-d23d6250f4d2,fraud_wallet,wallet_28,3.4576,0.00941,1776329826,1,8,high,0,2,1
8d99a0b7-9140-42b1-935f-c4cdb7892fc7,wallet_34,wallet_36,4.9927,0.00187,1776329826,1,8,high,0,2,0
c9987564-c6e5-4893-a39b-db8747f038fd,wallet_84,wallet_23,0.00618,0.0029,1776329826,1,8,low,0,0,0
990932aa-3d99-4d42-9dc9-2dcca66c2a8b,wallet_36,wallet_88,4.8492,0.00411,1776329826,1,8,high,0,2,0
5bfab8cf-7874-4cd9-a683-398f33bf96ad,fraud_wallet,wallet_14,4.9431,0.0005,1776329826,1,8,high,0,2,0
5d6a2315-7046-43ae-b647-88996a0b4e45,wallet_12,scam_wallet,3.8345,0.00671,1776329826,1,8,high,0,2,0
5bbfa313-ca96-4ee6-82f3-3b94934861e3,wallet_68,wallet_11,4.814,0.00221,1776329826,1,8,high,0,2,0
924d96a5-1eb5-48e6-bef8-8fb24cd428a6,wallet_39,scam_wallet,1.2483,0.00207,1776329826,1,8,medium,0,1,0
b8eb8b63-d66c-44b1-aef4-dbb23488d2f9,wallet_65,scam_wallet,3.4721,0.00509,1776329826,1,8,high,0,2,0
4a54f2ba-0a76-412d-96cc-0d6a5da82b1d,fraud_wallet,wallet_3,4.1574,0.00972,1776329826,1,8,high,0,2,1
f7d6a7a5-0b06-4137-aabc-cd0a208c110f,wallet_27,wallet_72,4.6989,0.00268,1776329826,1,8,high,0,2,0
b4f3a379-de75-4689-9da9-aff7d4d57838,wallet_41,wallet_84,4.635,0.00558,1776329826,1,8,high,0,2,0
4e854cf0-47b8-4025-bc42-890ee6d204c9,wallet_47,wallet_22,4.7203,0.00177,1776329826,1,8,high,0,2,0
02cfa1c5-9bcd-4e63-b752-a51502235e17,fraud_wallet,wallet_57,4.2658,0.0079,1776329826,1,8,high,0,2,0
faaa9aee-76e6-438e-98e6-948ebf11a1a1,wallet_51,wallet_88,4.133,0.00016,1776329826,1,8,high,0,2,0
3826ad6e-aad1-4bcd-a652-79bee4e0da66,wallet_31,wallet_5,0.0086,0.0055,1776329826,1,8,low,0,0,0
