tx_id,sender,receiver,amount,gas_fee,timestamp,is_fraud,hour,amount_category,is_night
3b64a03d-f0f4-4d52-92f3-07e6e5dd7b05,wallet_30,wallet_50,3.3862,0.00764,1776328810,0,8,high,0
d8c55552-6f53-45eb-93db-0a472e0e47ef,wallet_35,wallet_84,2.5778,0.00038,1776328810,0,8,medium,0
3c2aa3d5-c19b-4923-aa7b-880daa178cc3,wallet_23,wallet_15,2.1951,0.00234,1776328810,0,8,medium,0
d2956427-386f-469b-81aa-d6c803d74130,wallet_67,wallet_45,3.9458,0.00249,1776328810,0,8,high,0
8fb36538-e504-424c-ab48-84ddacf5abe6,wallet_39,wallet_54,0.5143,0.00158,1776328810,0,8,low,0
d0aa6b0c-ad71-43ec-a6d0-c7c859d44743,wallet_52,wallet_0,4.8991,0.00984,1776328810,1,8,high,0
a8460e87-a0f8-4d81-bd10-90b4879cb9ad,wallet_45,wallet_91,3.4328,0.00606,1776328810,0,8,high,0
2abb5f4e-d783-4874-98eb-45730e168b3a,wallet_73,wallet_24,4.9408,0.00795,1776328810,1,8,high,0
37aa7714-3dc4-4ef8-b0ec-62b23d528721,wallet_54,wallet_1,4.1299,0.00401,1776328810,0,8,high,0
2d80a9b5-ebe1-4694-befc-acf8865dae92,wallet_36,wallet_17,2.1427,0.00627,1776328810,0,8,medium,0
8ffe16fe-c3ca-43cd-a7aa-7e5fb12517f5,wallet_34,wallet_69,2.3797,0.00996,1776328810,0,8,medium,0
f103c391-90e8-4b0f-a123-505d2a0ad6fd,wallet_59,wallet_46,0.8979,0.00995,1776328810,0,8,low,0
4d0377dd-6116-470d-8dbe-2182e0f42de2,wallet_24,wallet_38,2.867,0.00103,1776328810,0,8,medium,0
73cc585f-5830-4739-8df5-332dec6d04ec,fraud_wallet,wallet_76,0.9402,0.00583,1776328810,1,8,low,0
15c6cab0-5758-47f8-b8e2-17e7f6bd4015,wallet_22,wallet_20,3.1838,0.00834,1776328810,0,8,high,0
4d9ccbd6-831b-4ae1-8150-062be639114f,wallet_53,wallet_52,4.651,0.00504,1776328810,1,8,high,0
16a50396-901b-4cd2-9ab5-bd1b9e3e8a75,wallet_39,wallet_20,0.1646,0.00858,1776328810,0,8,low,0
27a284ef-bd94-40a5-9c46-995fcf8456d5,wallet_68,wallet_46,1.5207,0.0093,1776328810,0,8,medium,0
2b8efc0c-9450-48cd-ae25-f3db4407a60a,wallet_28,wallet_70,4.7054,0.00244,1776328810,1,8,high,0
a4a86bcd-cd17-49e7-91bb-ceb07e69bcae,wallet_46,wallet_65,0.1621,0.00921,1776328810,0,8,low,0
e9891b85-1c36-4bd1-9cf0-7ba19c6a57a7,wallet_70,wallet_23,1.5568,0.00608,1776328810,0,8,medium,0
4dc8d8f6-3e8e-418e-9077-3ea420de527d,wallet_99,wallet_56,2.3913,0.0029,1776328810,0,8,medium,0
a6420881-66dd-481b-a7b0-62d74e188d88,wallet_77,wallet_35,4.7775,0.00248,1776328810,1,8,high,0
678f4218-fa88-4d92-80c5-6a732435ae4a,wallet_18,wallet_9,1.5161,0.00997,1776328810,0,8,medium,0
6f3d64ec-64c7-4fbd-976a-2bcc9cd08522,wallet_43,wallet_56,0.8505,0.00063,1776328810,0,8,low,0
f2ca8fe7-e633-42f3-9c35-1a33c8c50e00,wallet_93,wallet_98,3.147,0.00285,1776328810,0,8,high,0
896281e0-ba62-420d-b5c8-e798f26e9a79,wallet_72,wallet_2,0.1614,0.00371,1776328810,0,8,low,0
f0bb3851-893d-4bbf-a0f8-c0571fc44e2c,wallet_45,wallet_6,0.1698,0.00904,1776328810,0,8,low,0
fb355544-5a67-43a8-89f3-dfb9b52057a4,wallet_91,wallet_23,2.7118,0.00108,1776328810,0,8,medium,0
b0e9c233-ea2c-43d5-8c81-c4dd37d15ebf,wallet_45,wallet_86,0.68,0.00073,1776328810,0,8,low,0
c4e0b8f3-9240-410f-bcf1-7d5e9f3286ce,wallet_94,wallet_17,1.1856,0.00412,1776328810,0,8,medium,0
af92fd11-bb56-4589-9735-e3ad68472278,wallet_43,wallet_84,0.5411,0.00626,1776328810,0,8,low,0
09f6b5a7-5e0b-486f-9f14-d7cb26e4be09,wallet_42,wallet_28,4.6567,0.00587,1776328810,1,8,high,0
f0339b22-16aa-4d55-a6da-3fcb05d72e0f,wallet_73,wallet_62,2.0301,0.00176,1776328810,0,8,medium,0
43613bd0-7a16-4a16-b68c-c36264bfc75a,wallet_2,wallet_77,0.866,0.00962,1776328810,0,8,low,0
bea45e84-02fc-4ca5-b070-67c3623b5021,wallet_37,wallet_17,3.0293,0.00183,1776328810,0,8,high,0
17e02958-7618-411b-96ba-a8c684ca4862,wallet_78,wallet_70,4.6807,0.00603,1776328810,1,8,high,0
de281547-aadf-4747-a12d-47de0a4ccdf8,wallet_22,wallet_17,4.4291,0.00983,1776328810,0,8,high,0
107adb97-e483-4d7b-a587-de604588e897,wallet_23,wallet_37,4.5611,0.00615,1776328810,1,8,high,0
912dc563-d0a9-468c-9abd-d83421511a4d,wallet_63,wallet_16,4.5448,0.00663,1776328810,1,8,high,0
1f29c502-b352-4179-8a90-e3e3fc336270,wallet_44,wallet_36,1.6002,0.00984,1776328810,0,8,medium,0
53bba51b-f357-497b-af3a-b929de64aa95,wallet_2,wallet_98,2.0335,0.00451,1776328810,0,8,medium,0
f36db499-7269-4674-9491-d1f6fb7b3686,wallet_35,wallet_97,4.1193,0.00421,1776328810,0,8,high,0
6428ec2d-a232-460a-8bba-eb73806d1679,wallet_53,wallet_19,3.5496,0.00347,1776328810,0,8,high,0
bd4a85a6-d51d-48b3-bb8f-30f5dca1f6ed,wallet_94,wallet_44,4.58,0.00331,1776328810,1,8,high,0
3f984123-c879-414f-abe0-2af9ff8e5f42,wallet_72,wallet_59,1.8189,0.00033,1776328810,0,8,medium,0
eab22475-878b-4c2e-9e86-ac001bcac238,wallet_96,wallet_59,2.1947,0.00304,1776328810,0,8,medium,0
ea5ca1f8-626e-4189-b197-b04ec70be021,wallet_46,wallet_47,3.1366,0.00277,1776328810,0,8,high,0
7b920fab-4488-444a-a443-549e20dc2257,wallet_71,wallet_88,4.9995,0.00393,1776328810,1,8,high,0
34210751-75ba-4472-838f-544b983601ab,wallet_45,wallet_83,3.1174,0.00384,1776328810,0,8,high,0
b61233e0-e940-4f78-8d02-db0865a896e1,wallet_57,wallet_59,4.5267,0.00876,1776328810,1,8,high,0
c8ca359c-c9a9-4301-bcfb-c73b2e4225b6,wallet_45,wallet_85,1.3901,0.00661,1776328810,0,8,medium,0
b86fa044-d790-446c-a40e-c080ef34f345,wallet_85,wallet_90,3.9538,0.00191,1776328810,0,8,high,0
e483277f-855b-4f8c-baf1-d936f4ae1587,wallet_95,wallet_65,2.1593,0.00553,1776328810,0,8,medium,0
a4bc2e30-87a1-4e5d-beb1-5c335107eb13,wallet_17,wallet_73,0.853,0.00051,1776328810,0,8,low,0
581ba2a7-1bf4-4673-8a5c-899c2b257011,wallet_98,wallet_92,2.6198,0.00322,1776328810,0,8,medium,0
2551d530-9171-4f41-a49c-e369de8ccbe8,wallet_34,wallet_2,0.2965,0.00512,1776328810,0,8,low,0
50c55aca-300f-4542-9cdd-1ca7895d82df,wallet_61,wallet_99,1.8953,0.00249,1776328810,0,8,medium,0
bcf008cd-9e83-42c7-bc6c-fa81c21c7aa2,wallet_62,wallet_67,2.4132,0.00322,1776328810,0,8,medium,0
caf12415-cd6e-4fa4-bc6a-a18df3cfa735,wallet_70,wallet_20,1.5202,0.00303,1776328810,0,8,medium,0
90451755-ae3a-4e4f-bbaa-613488ca3bff,wallet_79,wallet_3,2.6156,0.00407,1776328810,0,8,medium,0
aac70573-e15a-4a99-b021-28abc44f44b9,wallet_50,wallet_88,4.4179,0.00817,1776328810,0,8,high,0
cc039830-4790-4bf6-a79c-87b37b96d4da,wallet_99,wallet_15,2.0036,0.00285,1776328810,0,8,medium,0
a9099906-91ff-45e2-94a0-b2aef6143ec2,wallet_54,wallet_4,1.7528,0.00899,1776328810,0,8,medium,0
43e22584-1490-42ec-acdc-4a10d67c01f5,wallet_2,wallet_93,4.6437,0.00034,1776328810,1,8,high,0
0c5b5497-650b-46dc-8552-cc931466bc2b,wallet_24,wallet_35,1.037,0.0098,1776328810,0,8,medium,0
e71c0795-3189-48e6-bc06-d5b5042202d0,wallet_48,wallet_22,0.2881,0.00032,1776328810,0,8,low,0
076413be-5bf4-428f-a827-c92c55e0b000,wallet_10,wallet_83,1.7202,0.00847,1776328810,0,8,medium,0
7dfe5be5-2058-4375-8ca6-9e1cb29ea985,wallet_65,wallet_44,0.1331,0.00696,1776328810,0,8,low,0
e841511f-bb17-474a-801d-a7aca1be39c2,wallet_50,wallet_12,2.3105,0.00546,1776328810,0,8,medium,0
1167254d-ba4d-4df3-be38-0adb49010ddc,wallet_56,wallet_31,4.9365,0.00804,1776328810,1,8,high,0
f9e93f4d-5007-42f4-b91f-6096d0cb6799,wallet_66,wallet_39,2.1709,0.00888,1776328810,0,8,medium,0
6d9765c4-b116-486e-9a80-7c3e70b2d043,wallet_68,wallet_40,3.4702,0.0061,1776328810,0,8,high,0
7718d59a-5273-47eb-bea4-44fdffb99a41,wallet_76,wallet_57,3.6091,0.0025,1776328810,0,8,high,0
f476ff22-f3ec-44ba-9a26-01c119398c3d,wallet_27,wallet_31,1.236,0.00993,1776328810,0,8,medium,0
bc303103-04d6-41b8-a111-224dd55d8419,wallet_50,wallet_58,1.0888,0.00424,1776328810,0,8,medium,0
8f8cf7a3-447c-447f-822a-d140b2a453a4,wallet_68,wallet_74,4.0331,0.00353,1776328810,0,8,high,0
d42fe589-492d-489b-a5bf-9651b0e0d528,wallet_32,wallet_69,0.8339,0.00616,1776328810,0,8,low,0
3cf42da6-f443-406d-b111-5564defdd31c,wallet_32,wallet_63,2.2861,0.00486,1776328810,0,8,medium,0
0b289faf-8370-450d-b62a-589bc9fac060,wallet_21,wallet_32,3.4748,0.00569,1776328810,0,8,high,0
bf35bccd-d800-476a-a4ac-77a6baf8bf1f,wallet_79,wallet_34,3.4583,0.00544,1776328810,0,8,high,0
4823c85a-5032-4825-86f7-23b966c1227d,wallet_89,wallet_72,2.0514,0.00921,1776328810,0,8,medium,0
f5851021-1f63-4445-9d21-79d838206f23,wallet_18,wallet_48,0.7199,0.00813,1776328810,0,8,low,0
eb805b28-ce01-4702-bdd0-5b31a57869cc,wallet_21,wallet_0,3.805,0.00935,1776328810,0,8,high,0
df865eb8-cb0d-4f7b-9cb1-d3977dbccb75,wallet_5,wallet_96,2.8071,0.00081,1776328810,0,8,medium,0
68f71c16-9097-4e5e-8d03-f8f306f212a2,wallet_41,wallet_25,1.728,0.00057,1776328810,0,8,medium,0
2d660d7a-b997-45ce-95c2-0986a2aa3123,wallet_48,wallet_13,0.2441,0.00135,1776328810,0,8,low,0
049d6896-4f1a-4949-bcda-5ea604576d94,wallet_83,wallet_22,2.8178,0.00161,1776328810,0,8,medium,0
23a62f9b-8b1f-429e-b6ff-3db4143671fe,wallet_66,wallet_78,3.8136,0.00517,1776328810,0,8,high,0
9b50a1e0-7c3b-4b42-826b-878ac9f232a3,fraud_wallet,wallet_56,0.7992,0.00891,1776328810,1,8,low,0
f8049e52-399b-4eaa-8741-52776b75926d,wallet_86,wallet_37,4.0228,0.00814,1776328810,0,8,high,0
a5e0a7ca-b692-4b13-8229-7027d20f6711,wallet_95,wallet_19,3.4634,0.0022,1776328810,0,8,high,0
4556a202-23e4-49c7-845c-a43632dcd89a,wallet_92,wallet_17,4.5491,0.00979,1776328810,1,8,high,0
417f732c-a345-461f-9b95-91d262541520,wallet_69,wallet_38,1.3178,0.00842,1776328810,0,8,medium,0
c239b2cc-414f-430f-a089-a5b0a83a2b70,wallet_85,wallet_13,2.219,0.00967,1776328810,0,8,medium,0
cfbfbe95-67b0-4ee9-9b16-9f30b7375d1d,wallet_97,wallet_82,0.1797,0.00851,1776328810,0,8,low,0
ad4e5c82-0d21-4e94-813d-396242cc2325,wallet_40,wallet_16,4.7174,0.00064,1776328810,1,8,high,0
76111b3c-b1fb-4631-9595-b60bbcf284aa,wallet_94,wallet_95,3.9422,0.0074,1776328810,0,8,high,0
001d778c-a0f6-45f3-8e3a-80537aa5fc36,wallet_78,wallet_38,4.7125,0.00873,1776328810,1,8,high,0
63b003f1-8092-493a-9c19-eac31925f62f,wallet_40,wallet_90,0.3211,0.00599,1776328810,0,8,low,0
23fb54fb-fe6f-4b87-b3d0-faef9d88d5ce,wallet_10,wallet_72,0.1465,0.0048,1776328810,0,8,low,0
c1893096-912c-4938-b04b-dd32dd4eb05a,wallet_35,wallet_95,4.4206,0.00149,1776328810,0,8,high,0
c60574f8-8221-4b05-8a39-c86d0c6177ea,wallet_5,wallet_56,4.9122,0.00867,1776328810,1,8,high,0
f44ebf0d-3121-438d-aae3-31cb0ea39bb3,wallet_7,wallet_65,0.8451,0.0066,1776328810,0,8,low,0
cf76b3b2-ac1b-414d-a8fc-ae77195bdde0,wallet_10,wallet_22,4.8003,0.00642,1776328810,1,8,high,0
dc312dd5-7c2c-41a9-93de-02f47f2b19a3,wallet_84,wallet_98,1.8549,0.00439,1776328810,0,8,medium,0
84b52e35-669b-44b6-a89d-ccc8fab33ffa,wallet_75,wallet_34,4.9629,0.00737,1776328810,1,8,high,0
107dc280-8f9c-47ec-8745-2e9762be7a88,wallet_65,wallet_10,4.087,0.0072,1776328810,0,8,high,0
d2ebaea7-308c-491e-a8c8-1502e8accca6,wallet_48,wallet_16,1.0776,0.00324,1776328810,0,8,medium,0
24064a82-4ab5-4020-b976-93c00f39afba,wallet_2,wallet_13,2.4635,0.00584,1776328810,0,8,medium,0
63a45655-7fa2-44f5-aa23-da7af6637b5c,wallet_47,wallet_2,3.1248,0.00832,1776328810,0,8,high,0
6fcaefa1-2e3c-47cd-91ed-bd854ec348c7,wallet_56,wallet_24,0.1689,0.00635,1776328810,0,8,low,0
a07bffc6-3bcb-44d0-a448-479168cbba30,wallet_64,wallet_57,2.3952,0.00375,1776328810,0,8,medium,0
38c3c5a8-f4f0-4b49-a49b-8fdc8dd1d097,wallet_58,wallet_4,1.2198,0.00648,1776328810,0,8,medium,0
aa5a14ec-d112-499b-a616-5f197a7f24c8,wallet_13,wallet_66,3.7539,0.00162,1776328810,0,8,high,0
9e661417-0126-4908-bf3e-f1bd9f05ea70,fraud_wallet,wallet_16,3.4693,0.0094,1776328810,1,8,high,0
ce2cb53d-d031-491e-8cf2-887e7a4c3cc8,wallet_90,wallet_48,4.0852,0.00643,1776328810,0,8,high,0
386a1e5a-592e-461b-abc7-571fc85049db,wallet_89,wallet_33,2.8558,0.00977,1776328810,0,8,medium,0
96d34b86-421e-4346-a9bd-02871b51d9df,wallet_47,wallet_63,2.8432,0.00759,1776328810,0,8,medium,0
0e7621f7-2e0b-4e63-8b03-7a456ece5933,wallet_26,wallet_52,3.3052,0.00426,1776328810,0,8,high,0
99a89698-5deb-42ab-a003-d85467e1624b,wallet_46,wallet_29,3.9528,0.00701,1776328810,0,8,high,0
e7d79caf-bc6d-49e5-a593-3b8df413de2b,wallet_34,wallet_96,1.9637,0.00137,1776328810,0,8,medium,0
a45244f1-58b4-4831-9e5f-b5cc0aec1d7b,wallet_18,wallet_71,3.0683,0.00149,1776328810,0,8,high,0
4d9d623e-d462-4de9-b931-214e21ccc832,wallet_0,wallet_37,4.9067,0.00252,1776328810,1,8,high,0
a41420ae-a9b4-4fac-8ebf-6a9a7984349f,wallet_11,wallet_1,3.4646,0.00653,1776328810,0,8,high,0
4750834f-e2a7-4383-a8a7-d7a9663151f9,wallet_62,wallet_53,1.4588,0.0047,1776328810,0,8,medium,0
5f629c8b-670a-4b53-b7f3-01f25dd7db28,wallet_0,wallet_95,3.8829,0.00583,1776328810,0,8,high,0
ea34ba57-0914-4b1f-8867-5dd1cdf7c9bc,wallet_12,wallet_53,1.8872,0.00311,1776328810,0,8,medium,0
8024db35-7c15-4869-a218-b1a9e9ab63f9,wallet_0,wallet_10,1.4638,0.0086,1776328810,0,8,medium,0
2f06f58c-d914-4b06-869d-2c597da2d8b0,wallet_96,wallet_98,1.8221,0.00648,1776328810,0,8,medium,0
d1f099a6-12c8-4230-a2f2-20aa77b8844e,wallet_37,wallet_22,4.7486,0.0005,1776328810,1,8,high,0
618d60e3-8719-4915-a32e-f6b2f79d3d62,wallet_85,wallet_12,3.3229,0.00398,1776328810,0,8,high,0
bc0aea63-0a7c-4369-b5bf-d52bfb338060,wallet_65,wallet_2,1.3524,0.00716,1776328810,0,8,medium,0
6cf762ec-0756-4bc5-aa0a-bc4d2310616e,wallet_61,wallet_31,2.7481,0.0075,1776328810,0,8,medium,0
60fff4df-3a50-458b-a11a-6a6ccfe17e46,wallet_87,wallet_51,2.5208,0.0076,1776328810,0,8,medium,0
14345209-4f32-4f52-b94b-2c844f4eb852,wallet_46,wallet_13,3.9397,0.00303,1776328810,0,8,high,0
0cf65e3e-defb-4e66-82c5-3e79063ee442,wallet_24,wallet_3,3.9912,0.00451,1776328810,0,8,high,0
22fbc0fb-56c1-4866-a637-b3a2524dd31b,wallet_77,wallet_43,2.2768,0.00236,1776328810,0,8,medium,0
4d4652f7-36ea-4e67-85bd-4c651498d61b,wallet_9,wallet_7,0.4851,0.00554,1776328810,0,8,low,0
0aa2e20c-c6b4-402b-ab82-4f79d7807d2d,wallet_88,wallet_76,2.6431,0.0052,1776328810,0,8,medium,0
93163aa0-c4d0-4f63-a9e0-06572b55c40f,wallet_90,wallet_30,4.5641,0.00207,1776328810,1,8,high,0
166002a5-8332-40a2-82d3-073c492c46e5,wallet_50,wallet_54,1.5157,0.00564,1776328810,0,8,medium,0
9a8e936c-cdbe-46e4-ba99-f15a2f6a3b45,wallet_80,wallet_72,4.0194,0.00596,1776328810,0,8,high,0
e5e01082-8247-40de-ad5c-d138d98f7d3c,wallet_63,wallet_22,1.989,0.00828,1776328810,0,8,medium,0
90b57e99-e229-453f-9338-ca835410a1fa,wallet_5,wallet_1,3.0657,0.00387,1776328810,0,8,high,0
a0f91b7f-8712-4ec1-ac99-42e48078a41f,wallet_66,wallet_55,1.4173,0.00556,1776328810,0,8,medium,0
72cf649d-05d0-4066-920d-3fdc77cd757a,wallet_84,wallet_32,1.2306,0.00418,1776328810,0,8,medium,0
78d987c0-9413-4764-a4db-5324922e5edd,wallet_40,wallet_67,2.6652,0.00357,1776328810,0,8,medium,0
8303fd6a-de93-4d02-b4fb-e686bbc5712c,wallet_39,wallet_44,4.5047,0.00705,1776328810,1,8,high,0
29dfa13c-d3a5-4bc7-9047-aef446fed90a,wallet_80,wallet_98,2.8856,0.00081,1776328810,0,8,medium,0
6f99002a-ccb5-4ab1-b149-8d6d281870bb,wallet_97,wallet_63,4.2176,0.00011,1776328810,1,8,high,0
61a3df13-e7d0-4577-815b-b39e8d0b857f,wallet_35,wallet_20,2.9156,0.00415,1776328810,0,8,medium,0
4759ec1b-dbc6-40b1-a96f-510a8c93fa76,wallet_90,wallet_2,4.8285,0.00534,1776328810,1,8,high,0
0ab95f53-8c1b-4c08-890c-441b98432ffd,fraud_wallet,wallet_14,3.9058,0.00972,1776328810,1,8,high,0
4b28b781-57be-45f3-8baa-768c1d2612c0,wallet_22,wallet_53,4.1132,0.00885,1776328810,0,8,high,0
01b9f1ee-5dc8-4b06-b904-b5f397700ac6,wallet_18,wallet_74,4.4271,0.00848,1776328810,0,8,high,0
659ff711-5226-4175-98da-eaa7f86c47ab,wallet_92,wallet_20,2.3483,0.00654,1776328810,0,8,medium,0
9b472ebf-980b-4daf-b239-3e34724eec9e,wallet_16,wallet_17,1.1568,0.00512,1776328810,0,8,medium,0
72cf075f-3be5-4386-8e10-479310945b0d,wallet_0,wallet_18,0.4222,0.0039,1776328810,0,8,low,0
bc5019eb-b950-4144-9ad0-3f36e703ac5a,wallet_70,wallet_27,3.5337,0.00302,1776328810,0,8,high,0
ae88225f-d758-447d-a680-28b768cdd505,wallet_34,wallet_36,3.9697,0.00799,1776328810,0,8,high,0
5e812fa3-b7c3-48fa-a486-aa276a417a20,wallet_24,wallet_89,1.2707,0.00984,1776328810,0,8,medium,0
640e4074-6d86-4985-8adb-57e522f65688,wallet_93,wallet_2,1.8932,0.00185,1776328810,0,8,medium,0
e7e53629-d669-49a1-a75e-89a21be3272b,wallet_99,wallet_10,4.6747,0.00015,1776328810,1,8,high,0
34dcc2d3-adc0-498d-823e-3a76a1f92b33,wallet_72,wallet_44,2.5344,0.00247,1776328810,0,8,medium,0
7c22e068-67a0-40a9-a608-cc87a7b10e03,wallet_2,wallet_51,3.0925,0.00374,1776328810,0,8,high,0
06b57e78-c4a8-48b4-bdcd-66aba6e0214c,wallet_12,wallet_6,2.1228,0.00888,1776328810,0,8,medium,0
7f07967d-fce2-4b48-9666-50b3094ed38c,wallet_70,wallet_47,0.3599,0.00045,1776328810,0,8,low,0
8bc06950-bdff-4204-8ef4-dd859463f967,wallet_72,wallet_60,0.5113,0.00819,1776328810,0,8,low,0
26a7c6c1-dd6a-4397-bed5-1998aa704d13,wallet_36,wallet_95,1.0929,0.00148,1776328810,0,8,medium,0
6954cc3e-72c9-4fa3-9c9f-e83c77bf4b3f,wallet_29,wallet_6,1.1941,0.00589,1776328810,0,8,medium,0
ab42372c-4b39-4cfa-ad9c-37f3e73c705f,wallet_29,wallet_48,3.2551,0.00632,1776328810,0,8,high,0
a0317366-f6a4-4dce-8d9a-18c68296708c,wallet_50,wallet_84,0.4235,0.00899,1776328810,0,8,low,0
9ccd648f-3c11-46b7-b4cb-b81a6a71881b,wallet_53,wallet_62,4.1393,0.00164,1776328810,0,8,high,0
1bfd2448-cdda-45e5-8ca1-2e34dc6bb81b,wallet_73,wallet_43,4.3559,0.00685,1776328810,0,8,high,0
7d226f1a-fdc3-493e-b2c6-7b7bedfbb639,wallet_6,wallet_63,4.1751,0.00106,1776328810,0,8,high,0
54e9b69b-7950-458a-a432-d3c14a0c5527,wallet_79,wallet_73,4.5765,0.00796,1776328810,1,8,high,0
cb41acb3-70ad-4274-be7c-200a502d9a03,wallet_76,wallet_81,0.646,0.0063,1776328810,0,8,low,0
f62afacf-0f82-43ff-a374-850c1b2a1e74,wallet_91,wallet_20,1.9272,0.00184,1776328810,0,8,medium,0
1852043c-a789-46c4-ab04-8e7b1c47612c,wallet_32,wallet_30,2.9264,0.00099,1776328810,0,8,medium,0
2968382a-4250-4787-a499-9b4d53697010,wallet_18,wallet_77,4.5048,0.00727,1776328810,1,8,high,0
c34cfa1f-8aa4-4abd-9b65-921179bf4204,wallet_17,wallet_22,4.098,0.00148,1776328810,0,8,high,0
6bf17ec1-4cc4-4fe6-803d-0ada93466079,wallet_0,wallet_58,0.8251,0.00307,1776328810,0,8,low,0
e84d7153-5721-4125-bb7b-4d273944c1fd,wallet_95,wallet_35,2.2147,0.00735,1776328810,0,8,medium,0
513d6576-f7fe-4035-95b1-fcbf9abb5ae4,wallet_18,wallet_40,1.3464,0.00071,1776328810,0,8,medium,0
836c0182-13f2-41ae-a9f5-921e43abe4a7,wallet_55,wallet_25,2.8615,0.00763,1776328810,0,8,medium,0
93e05967-ad3b-4df0-9660-e8e71f305afe,wallet_55,wallet_94,3.8002,0.00084,1776328810,0,8,high,0
0d76a081-02fd-4da9-a082-25e133fe2e3a,fraud_wallet,wallet_12,1.6813,0.00903,1776328810,1,8,medium,0
a19db368-efb2-41bb-a1c3-7c01905fd89c,fraud_wallet,wallet_38,2.6803,0.00367,1776328810,1,8,medium,0
a6334564-4ad3-4209-a9f6-bd14c3a30415,fraud_wallet,wallet_80,2.9102,0.00012,1776328810,1,8,medium,0
3c3306f1-e4da-452a-9b72-35f7bb91901f,wallet_32,wallet_71,1.0518,0.00426,1776328810,0,8,medium,0
cae8d3c8-ed79-45d2-b93f-e30c9bdb85e3,wallet_7,wallet_94,3.5948,0.00073,1776328810,0,8,high,0
79ac3c65-a027-4627-a352-8599cd1f9d6e,wallet_66,wallet_56,2.9218,0.00528,1776328810,0,8,medium,0
6203b660-46ca-4515-bf1e-3fde36134806,wallet_97,wallet_22,3.9687,0.00164,1776328810,0,8,high,0
2e72862f-f251-4d38-b234-cfad6287a653,wallet_66,wallet_9,3.273,0.00492,1776328810,0,8,high,0
7f78a612-e775-4f30-a9f9-c36a7ca371c2,wallet_1,wallet_21,1.5386,0.00154,1776328810,0,8,medium,0
2e7f7a07-f497-469e-a2f5-6a93fb1e2a01,wallet_11,wallet_28,4.3435,0.00079,1776328810,0,8,high,0
2fdc251e-11a3-4373-bd0c-1078540fa8b1,wallet_85,wallet_80,2.318,0.00236,1776328810,0,8,medium,0
6bedbcdf-7ced-4ada-af97-d4bc4fed68e0,wallet_10,wallet_55,3.5415,0.00499,1776328810,0,8,high,0
